id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
621566,Landing Page Submission,Google,No,No,1,6.0,1424,6.0,SMS Sent,E-Business,,No,No,No,No,No,No,,,No
588073,API,Direct Traffic,No,No,0,3.0,94,3.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
649181,API,Google,No,No,0,5.0,470,5.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
591471,Landing Page Submission,Google,No,No,0,3.0,1576,3.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,11.0,16.0,No
595906,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
653082,API,Google,No,No,1,5.0,818,2.5,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
603737,Landing Page Submission,Direct Traffic,No,No,1,7.0,950,1.75,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
618670,API,Google,No,No,1,4.0,1891,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
643746,Landing Page Submission,Google,No,No,0,2.0,1458,1.0,Email Bounced,Marketing Management,Unemployed,No,No,No,No,No,No,12.0,18.0,Yes
633143,Landing Page Submission,Direct Traffic,No,No,0,2.0,555,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
635732,Landing Page Submission,Google,No,No,0,4.0,1777,4.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,14.0,17.0,No
647606,Landing Page Submission,Direct Traffic,No,No,0,1.0,353,1.0,Converted to Lead,Finance Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
589194,Landing Page Submission,Google,Yes,No,0,2.0,265,2.0,Email Bounced,Finance Management,,No,No,No,No,No,No,15.0,18.0,Yes
608901,Landing Page Submission,Google,No,No,0,6.0,267,3.0,Email Link Clicked,Human Resource Management,,No,No,No,No,No,No,,,No
613650,API,Google,No,No,1,2.0,139,2.0,SMS Sent,,,No,No,No,No,No,No,,,No
602804,Landing Page Submission,Organic Search,Yes,No,0,5.0,238,5.0,Email Bounced,Travel and Tourism,,No,No,No,No,No,No,,,No
597388,Landing Page Submission,Organic Search,No,No,1,7.0,1780,7.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
656340,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,15.0,15.0,No
599977,Landing Page Submission,Direct Traffic,No,No,0,2.0,558,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
626237,Landing Page Submission,Direct Traffic,No,No,0,1.0,251,1.0,Converted to Lead,Business Administration,,No,No,No,No,No,No,,,Yes
626337,Landing Page Submission,Direct Traffic,No,No,1,2.0,702,2.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
622859,Landing Page Submission,Direct Traffic,No,No,1,7.0,1576,7.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
590295,Landing Page Submission,Direct Traffic,No,No,0,3.0,317,3.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,13.0,17.0,Yes
600829,Landing Page Submission,Google,No,No,0,4.0,1382,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
586987,Landing Page Submission,Direct Traffic,No,No,1,2.0,1130,2.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,17.0,Yes
606653,Landing Page Submission,Direct Traffic,No,No,1,4.0,901,4.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
599576,Landing Page Submission,Direct Traffic,No,No,0,11.0,3,1.22,Page Visited on Website,Business Administration,Unemployed,No,No,No,No,No,No,10.0,16.0,Yes
657828,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
586175,Landing Page Submission,Google,No,No,0,6.0,1353,6.0,Email Opened,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,15.0,18.0,No
585325,API,Google,No,No,1,2.0,189,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No
580445,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
586139,Landing Page Submission,Direct Traffic,No,No,0,3.0,159,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,10.0,16.0,Yes
590250,Landing Page Submission,Google,No,No,1,7.0,1148,7.0,Email Opened,Healthcare Management,Unemployed,No,No,No,No,No,No,14.0,15.0,No
633921,Landing Page Submission,Organic Search,No,No,0,3.0,1589,3.0,Converted to Lead,Travel and Tourism,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
589457,Landing Page Submission,Direct Traffic,No,No,0,3.0,26,3.0,Email Opened,"Banking, Investment And Insurance",Student,No,No,No,No,No,No,16.0,18.0,Yes
593872,Landing Page Submission,Organic Search,No,No,1,11.0,1914,3.67,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
591071,Landing Page Submission,Direct Traffic,No,No,1,3.0,1022,3.0,SMS Sent,Retail Management,Student,No,No,No,No,No,No,14.0,16.0,Yes
644450,API,Google,No,No,0,2.0,279,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
583789,Landing Page Submission,Direct Traffic,No,No,1,4.0,141,4.0,Chat Conversation,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,18.0,No
621553,API,Google,No,No,1,2.0,1020,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
627844,Landing Page Submission,Direct Traffic,No,No,0,4.0,131,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
609385,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,53,3.0,Email Bounced,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,No
627472,Landing Page Submission,Google,No,No,1,7.0,1348,1.75,Page Visited on Website,Media and Advertising,Unemployed,No,No,No,No,No,No,,,No
581079,Landing Page Submission,Direct Traffic,No,No,0,2.0,363,2.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,15.0,15.0,Yes
644961,Landing Page Submission,Google,No,No,0,5.0,9,5.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
659191,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Marketing Management,Businessman,No,No,No,No,No,No,15.0,19.0,No
641507,Landing Page Submission,Organic Search,No,No,1,5.0,1383,5.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,15.0,16.0,Yes
599600,Landing Page Submission,Google,No,No,0,6.0,1292,6.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
606314,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
595147,Landing Page Submission,Direct Traffic,No,No,0,16.0,1996,4.0,Page Visited on Website,Business Administration,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
587089,Landing Page Submission,Organic Search,No,No,1,9.0,1105,2.25,Email Opened,Finance Management,Working Professional,No,No,No,No,No,No,14.0,20.0,Yes
597861,Landing Page Submission,Direct Traffic,No,No,1,2.0,1112,2.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
605363,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
645067,Landing Page Submission,Organic Search,No,No,0,8.0,419,8.0,Email Link Clicked,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
643443,API,Google,No,No,1,13.0,1667,4.33,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
659357,Landing Page Submission,Google,No,No,0,8.0,652,4.0,Unreachable,Hospitality Management,Unemployed,No,No,No,No,No,No,13.0,15.0,No
622385,API,Organic Search,No,No,0,1.0,299,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,,,No
615844,API,Organic Search,Yes,No,1,2.0,1049,2.0,SMS Sent,,,No,No,No,No,No,No,,,No
628845,Landing Page Submission,Google,No,No,0,4.0,240,2.0,Converted to Lead,Business Administration,Unemployed,No,No,No,No,No,No,14.0,18.0,No
605902,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
604700,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
607756,Landing Page Submission,Direct Traffic,No,No,0,13.0,293,3.25,Page Visited on Website,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
603015,Landing Page Submission,Direct Traffic,No,No,0,2.0,402,2.0,Email Opened,Retail Management,Unemployed,No,No,No,No,No,No,,,Yes
609588,Landing Page Submission,Direct Traffic,Yes,No,0,4.0,383,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
633813,API,Google,No,No,0,2.0,97,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
648290,API,Referral Sites,No,No,1,2.0,848,2.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,15.0,No
643201,Landing Page Submission,Google,No,No,0,4.0,239,4.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No
643593,API,Google,No,No,0,4.0,4,4.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
639852,Landing Page Submission,Direct Traffic,No,No,0,4.0,349,4.0,Page Visited on Website,International Business,Unemployed,No,No,No,No,No,No,15.0,18.0,No
653930,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
646462,API,Google,No,No,0,5.0,636,2.5,Chat Conversation,,,No,No,No,No,No,No,16.0,15.0,No
634783,Landing Page Submission,Direct Traffic,No,No,0,1.0,111,1.0,Converted to Lead,,,No,No,No,No,No,No,14.0,17.0,No
652074,Landing Page Submission,Google,No,No,0,4.0,168,4.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,14.0,14.0,No
587890,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,19.0,No
633939,API,Google,No,No,0,5.0,372,1.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
591204,Landing Page Submission,Organic Search,No,No,0,6.0,309,3.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
596638,Landing Page Submission,Direct Traffic,No,No,0,5.0,354,2.5,Email Opened,Healthcare Management,,No,No,No,No,No,No,,,Yes
653432,Landing Page Submission,Direct Traffic,No,No,0,2.0,70,2.0,Email Opened,Marketing Management,,No,No,No,No,No,No,14.0,16.0,Yes
588682,API,Organic Search,No,No,1,7.0,987,1.17,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,15.0,No
651477,API,Google,No,No,1,6.0,305,3.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
631079,API,Chat,No,No,0,3.0,361,1.5,Email Link Clicked,Supply Chain Management,,No,No,No,No,No,No,,,No
599422,API,Google,No,No,0,2.0,476,1.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
582083,Landing Page Submission,Organic Search,No,No,1,4.0,653,2.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,17.0,No
602907,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
615737,API,Direct Traffic,No,No,0,2.0,295,2.0,Email Opened,,,No,No,No,No,No,No,,,No
636884,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,17.0,No
659057,Landing Page Submission,Google,No,No,0,5.0,232,2.5,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,16.0,No
615917,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,,,No
630952,Landing Page Submission,Google,No,No,0,4.0,1221,4.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,No
601969,Landing Page Submission,Direct Traffic,No,No,0,3.0,519,3.0,Page Visited on Website,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
586917,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
607491,Landing Page Submission,Direct Traffic,No,No,0,14.0,1595,14.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
593781,Landing Page Submission,Google,No,No,0,3.0,144,3.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
604721,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,70,1.0,Email Bounced,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
619003,API,Direct Traffic,No,No,1,8.0,1011,8.0,SMS Sent,,,No,No,No,No,No,No,,,No
613210,Landing Page Submission,Google,No,No,1,4.0,1148,4.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,No
658258,Lead Add Form,Reference,No,No,1,,1070,,,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
604460,Landing Page Submission,Organic Search,No,No,1,15.0,1603,15.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
640002,Landing Page Submission,Google,No,No,0,4.0,234,4.0,Chat Conversation,Operations Management,,No,No,No,No,No,No,15.0,18.0,No
626291,Landing Page Submission,Direct Traffic,No,No,0,8.0,61,8.0,Page Visited on Website,Human Resource Management,Student,No,No,No,No,No,No,15.0,20.0,Yes
649082,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
637736,API,Chat,No,No,1,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
656900,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
651807,Landing Page Submission,Google,No,No,1,11.0,2069,5.5,Email Opened,Business Administration,Working Professional,No,No,No,No,No,No,16.0,18.0,Yes
603322,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
632890,API,Google,No,No,0,2.0,123,2.0,Converted to Lead,,,No,No,No,No,No,No,,,No
606502,Landing Page Submission,Google,No,No,1,3.0,1370,3.0,SMS Sent,Business Administration,,No,No,No,No,No,No,,,Yes
599715,Landing Page Submission,Google,No,No,0,2.0,172,2.0,Form Submitted on Website,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
634068,Lead Add Form,Reference,Yes,No,1,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,,,No
617944,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
626369,API,Direct Traffic,No,No,0,2.0,267,1.0,Converted to Lead,,,No,No,No,No,No,No,,,No
598110,Landing Page Submission,Direct Traffic,No,No,1,5.0,1449,5.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
599135,Landing Page Submission,Organic Search,No,No,0,10.0,7,3.33,Email Opened,Hospitality Management,Unemployed,No,No,No,No,No,No,,,Yes
627085,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
593112,Landing Page Submission,Google,No,No,0,1.0,132,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,18.0,No
615155,Landing Page Submission,Google,Yes,No,0,3.0,303,3.0,Email Bounced,Operations Management,Unemployed,No,No,No,No,No,No,,,No
591313,Landing Page Submission,Google,No,No,1,5.0,1862,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
638503,Landing Page Submission,Direct Traffic,No,No,1,3.0,802,3.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
597909,Landing Page Submission,Google,No,No,0,3.0,1489,3.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
623471,Landing Page Submission,Direct Traffic,No,No,1,4.0,949,2.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,Yes
643158,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,367,2.0,Unreachable,Select,Unemployed,No,No,No,No,No,No,12.0,17.0,No
588619,API,Google,Yes,No,0,2.0,1497,2.0,Email Bounced,,,No,No,No,No,No,No,16.0,15.0,No
607501,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
647649,API,Organic Search,No,No,0,4.0,287,4.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639459,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
655091,API,Organic Search,No,No,0,3.0,241,3.0,Converted to Lead,,,No,No,No,No,No,No,14.0,15.0,No
643795,API,Organic Search,No,No,1,3.0,926,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
590308,Landing Page Submission,Direct Traffic,No,No,0,3.0,289,3.0,SMS Sent,,Student,No,No,No,No,No,No,12.0,18.0,No
655352,Lead Add Form,Reference,No,No,1,,205,,,Finance Management,Working Professional,No,No,No,No,No,No,14.0,18.0,No
605156,Lead Add Form,Reference,No,No,1,,373,,,Finance Management,Working Professional,No,No,No,No,No,No,,,No
617871,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Media and Advertising,Working Professional,No,No,No,No,No,No,,,No
586673,Landing Page Submission,Organic Search,No,No,1,8.0,1014,8.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,18.0,Yes
595222,Landing Page Submission,Google,No,No,0,5.0,461,5.0,Email Opened,International Business,,No,No,No,No,No,No,,,No
627749,Landing Page Submission,Organic Search,No,No,0,3.0,599,3.0,SMS Sent,Retail Management,,No,No,No,No,No,No,,,Yes
636930,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,17.0,No
628916,Landing Page Submission,Direct Traffic,No,No,1,2.0,1844,2.0,SMS Sent,International Business,Working Professional,No,No,No,No,No,No,,,Yes
657045,API,Google,No,No,1,10.0,556,5.0,Chat Conversation,Finance Management,Unemployed,No,No,No,No,No,No,16.0,16.0,No
641227,Landing Page Submission,Google,No,No,0,9.0,171,9.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No
656795,API,Direct Traffic,No,No,0,1.0,633,1.0,Converted to Lead,,,No,No,No,No,No,No,14.0,15.0,No
614938,API,Google,No,No,0,2.0,238,1.0,Email Opened,,,No,No,No,No,No,No,,,No
623936,Landing Page Submission,Direct Traffic,No,No,0,1.0,1112,1.0,Converted to Lead,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
611599,Landing Page Submission,Google,Yes,No,0,4.0,291,4.0,Email Bounced,Marketing Management,,No,No,No,No,No,No,,,No
597829,Landing Page Submission,Direct Traffic,No,No,1,2.0,1876,2.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,Yes
623294,API,Organic Search,No,No,1,9.0,1310,4.5,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
591543,API,Organic Search,No,No,0,6.0,139,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
641118,Landing Page Submission,Google,No,No,0,5.0,431,2.5,Email Opened,Marketing Management,,No,No,No,No,No,No,16.0,17.0,Yes
643826,Landing Page Submission,Direct Traffic,No,No,0,17.0,104,3.4,Email Opened,Human Resource Management,,No,No,No,No,No,No,14.0,18.0,Yes
603154,API,Direct Traffic,No,No,0,3.0,34,3.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
592987,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,15.0,15.0,No
656412,Landing Page Submission,Organic Search,No,No,0,8.0,93,8.0,Email Opened,E-COMMERCE,,No,No,No,No,No,No,14.0,13.0,Yes
609686,API,Direct Traffic,No,No,0,3.0,129,3.0,Email Link Clicked,,,No,No,No,No,No,No,,,No
635896,Landing Page Submission,Direct Traffic,No,No,1,3.0,1009,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
650133,Landing Page Submission,Google,No,No,1,4.0,950,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
640421,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,15.0,No
600372,Landing Page Submission,Direct Traffic,No,No,0,4.0,32,2.0,Form Submitted on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
648605,Landing Page Submission,Google,No,No,1,4.0,776,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
657803,Landing Page Submission,Google,No,No,0,6.0,32,6.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,15.0,18.0,No
593306,Landing Page Submission,Direct Traffic,No,No,0,6.0,277,2.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
580966,API,Organic Search,No,No,0,1.0,243,1.0,Converted to Lead,,,No,No,No,No,No,No,14.0,15.0,No
639176,Landing Page Submission,Direct Traffic,No,No,0,9.0,280,3.0,Email Opened,Business Administration,,No,No,No,No,No,No,15.0,17.0,Yes
610095,API,Google,No,No,0,2.0,444,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
591786,Landing Page Submission,Direct Traffic,No,No,1,4.0,475,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
581759,Landing Page Submission,Organic Search,No,No,1,10.0,1361,2.5,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,18.0,Yes
592289,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
606895,Landing Page Submission,Direct Traffic,No,No,0,2.0,8,2.0,Email Link Clicked,Finance Management,,No,No,No,No,No,No,,,Yes
600690,Landing Page Submission,Direct Traffic,No,No,0,5.0,1252,2.5,Page Visited on Website,Operations Management,,No,No,No,No,No,No,,,Yes
657014,API,Organic Search,Yes,No,0,8.0,76,8.0,Email Bounced,,,No,No,No,No,No,No,13.0,15.0,No
655736,Landing Page Submission,Direct Traffic,No,No,0,6.0,25,3.0,Email Opened,Operations Management,,No,No,No,No,No,No,13.0,16.0,Yes
598763,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
590140,API,Organic Search,No,No,1,3.0,1532,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
632439,API,Google,No,No,1,3.0,1516,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
657311,API,Google,No,No,0,10.0,11,10.0,View in browser link Clicked,,,No,No,No,No,No,No,8.0,15.0,No
612345,Landing Page Submission,Google,No,No,1,3.0,1358,3.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
621397,Landing Page Submission,Direct Traffic,No,No,0,3.0,458,1.5,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
609514,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,907,1.0,Email Bounced,,,No,No,No,No,No,No,,,No
623429,API,Organic Search,No,No,0,4.0,23,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
650609,Landing Page Submission,Direct Traffic,No,No,0,4.0,171,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
602801,Lead Add Form,Reference,No,No,1,,876,,,Select,Unemployed,No,No,No,No,No,No,,,No
624495,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Operations Management,Working Professional,No,No,No,No,No,No,15.0,18.0,No
586254,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
579870,Landing Page Submission,Organic Search,No,No,1,6.0,386,2.0,Email Opened,E-COMMERCE,Working Professional,No,No,No,No,No,No,14.0,15.0,Yes
619446,API,Google,Yes,No,0,5.0,1132,1.25,Chat Conversation,,,No,No,No,No,No,No,,,No
610270,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,322,1.0,Email Bounced,IT Projects Management,,No,No,No,No,No,No,,,No
